1230283,2021-12-11,Round 18,Stade de Reims,2,St Etienne,0,https://www.thesportsdb.com/images/media/event/thumb/l90ef11625166560.jpg
1230277,2021-12-12,Round 18,Angers,0,Clermont Foot,1,https://www.thesportsdb.com/images/media/event/thumb/4ycxql1625166557.jpg
1230279,2021-12-12,Round 18,Lille,0,Lyon,0,https://www.thesportsdb.com/images/media/event/thumb/e3osk91625166558.jpg
1230280,2021-12-12,Round 18,Metz,4,Lorient,1,https://www.thesportsdb.com/images/media/event/thumb/clalvf1625166558.jpg
1230282,2021-12-12,Round 18,Paris SG,2,Monaco,0,https://www.thesportsdb.com/images/media/event/thumb/3s07301625166559.jpg
1230284,2021-12-12,Round 18,Rennes,1,Nice,2,https://www.thesportsdb.com/images/media/event/thumb/e50gwi1625166560.jpg
1230285,2021-12-12,Round 18,Strasbourg,0,Marseille,2,https://www.thesportsdb.com/images/media/event/thumb/05sxwb1625166561.jpg
1230286,2021-12-12,Round 18,Troyes,1,Bordeaux,2,https://www.thesportsdb.com/images/media/event/thumb/rhwikg1627321463.jpg
1230287,2021-12-22,Round 19,Bordeaux,2,Lille,3,https://www.thesportsdb.com/images/media/event/thumb/fr55o91627321463.jpg
1230289,2021-12-22,Round 19,Lorient,1,Paris SG,1,https://www.thesportsdb.com/images/media/event/thumb/39qdzi1625166563.jpg
1230290,2021-12-22,Round 19,Lyon,1,Metz,1,https://www.thesportsdb.com/images/media/event/thumb/d4fsdn1625166564.jpg
1230291,2021-12-22,Round 19,Marseille,1,Stade de Reims,1,https://www.thesportsdb.com/images/media/event/thumb/fpwir11625166564.jpg
1230292,2021-12-22,Round 19,Monaco,2,Rennes,1,https://www.thesportsdb.com/images/media/event/thumb/2xz1oh1625166565.jpg
1230293,2021-12-22,Round 19,Montpellier,4,Angers,1,https://www.thesportsdb.com/images/media/event/thumb/e8y1d31625166565.jpg
1230294,2021-12-22,Round 19,Nice,2,Lens,1,https://www.thesportsdb.com/images/media/event/thumb/do5a7g1625166566.jpg
1230295,2021-12-22,Round 19,St Etienne,0,Nantes,1,https://www.thesportsdb.com/images/media/event/thumb/9gy47x1625166566.jpg
1230296,2021-12-22,Round 19,Troyes,1,Brest,1,https://www.thesportsdb.com/images/media/event/thumb/uurb1u1625166567.jpg
1230298,2022-01-07,Round 20,Bordeaux,0,Marseille,1,https://www.thesportsdb.com/images/media/event/thumb/p6oqh21627321464.jpg
1230301,2022-01-08,Round 20,Lens,1,Rennes,0,https://www.thesportsdb.com/images/media/event/thumb/b8ak2s1625166570.jpg
1230299,2022-01-09,Round 20,Brest,0,Nice,3,https://www.thesportsdb.com/images/media/event/thumb/bekqvb1625166569.jpg
1230300,2022-01-09,Round 20,Clermont Foot,0,Stade de Reims,0,https://www.thesportsdb.com/images/media/event/thumb/k29xi21625166569.jpg
1230303,2022-01-09,Round 20,Lyon,1,Paris SG,1,https://www.thesportsdb.com/images/media/event/thumb/gjhpx91625166571.jpg
1230304,2022-01-09,Round 20,Metz,0,Strasbourg,2,https://www.thesportsdb.com/images/media/event/thumb/o3oqzr1625166571.jpg
